# Adriani et al., PhRvL 122, 181102 (2019)
# Quantity	<Ek> [GeV]	Bin range	Flux (per Ek bin) [# (GeV m2 s sr)-1]	Stat Err Syst Err(-)	Syst Err(+)
H	56.2	[50.1,63.1]	2.176000e-1	0.0012	0.0133124	0.0137645
H	70.8	[63.1,79.4]	1.157000e-1	0.0008	0.00737564	0.00776209
H	89.1	[79.4,100]	6.064000e-2	0.00047	0.00412604	0.00438545
H	112.2	[100,125.9]	3.153000e-2	0.0003	0.00229393	0.00244436
H	141.3	[125.9,158.5]	1.631000e-2	0.00019	0.0012037	0.00128798
H	177.8	[158.5,199.5]	8.558000e-3	0.000122	0.000612295	0.000649631
H	223.9	[199.5,251.2]	4.463000e-3	0.000078	0.000312247	0.000329492
H	281.8	[251.2,316.2]	2.345000e-3	0.00005	0.000164027	0.000172235
H	354.8	[316.2,398.1]	1.242000e-3	0.000004	0.000107824	0.0000686804
H	446.7	[398.1,501.2]	6.565000e-4	0.0000029	0.0000543768	0.0000353389
H	562.3	[501.2,631]	3.505000e-4	0.0000018	0.0000285911	0.0000190686
H	707.9	[631,794.3]	1.907000e-4	0.0000012	0.000015678	0.0000111018
H	891.3	[794.3,1000]	1.037000e-4	0.0000008	0.0000083863	0.00000667083
H	1122	[1000,1258.9]	5.665000e-5	0.0000005	0.00000451728	0.00000373568
H	1412.5	[1258.9,1584.9]	3.131000e-5	0.00000033	0.00000223081	0.00000203199
H	1778.3	[1584.9,1995.3]	1.772000e-5	0.00000023	0.00000127883	0.00000110535
H	2238.7	[1995.3,2511.9]	1.001000e-5	0.00000015	0.000000734983	0.00000065437
H	2818.4	[2511.9,3162.3]	5.531000e-6	0.000000095	0.000000395607	0.00000039889
H	3548.1	[3162.3,3981.1]	3.044000e-6	0.000000063	0.000000215873	0.000000235849
H	4466.8	[3981.1,5011.9]	1.661000e-6	0.000000041	0.000000115209	0.000000148486
H	5623.4	[5011.9,6309.6]	9.090000e-7	0.0000000266	0.0000000682581	0.0000000912195
H	7079.5	[6309.6,7943.3]	5.056000e-7	0.0000000174	0.0000000412311	0.0000000487591
H	8912.5	[7943.3,10000]	2.741000e-7	0.0000000115	0.0000000238472	0.0000000250888

